date,time,interval,GS_id,id,fixture_name,continent,country,league_id,league,state,issue_origin,issue_severity,description,venue_id,venue_name
10/24/2021,4:00:00 PM,16:00 - 17:59,33428:36414270,36414270,Tya Marigliano v GIS Ottaviano,Europe,Italy,39082,Italy Serie A3,VOD,No issue related,No issue related,No issue related,141765,Pala Napolitano Marigliano
10/24/2021,4:30:00 PM,16:00 - 17:59,33428:37984635,37984635,Leixoes SC v Sporting SP,Europe,Portugal,3913,Portugal I Divisão,VOD,Internal,Minor,<p>The scoreboard was not updating due to a missed matchstate to update the points (no statistician at the venue).</p>,129714,Ilídio Ramos - C.Cong.
10/24/2021,5:00:00 PM,16:00 - 17:59,33428:34386570,34386570,Ikast KFUM v VK Vestsjælland,Europe,Denmark,3907,Denmark Volleyligaen,VOD,Internal,Critical,<p>The camera was upside down creating a bad viewing experience. POC and League Manager did not replied to the support requests.</p>,141596,Sportscenter Ikast/Hyldgaardsskolen
10/24/2021,6:30:00 PM,18:00 - 19:59,33428:36366210,36366210,UKF Nitra Women v VK Nove Mesto Nad Vahom Women,Europe,Slovakia,16825,Slovakia Extraliga Women,Completed,External,Critical,"<p>The streaming was lost, we contacted the League Manager and he contacted the POC who informed us there were some internet issues in the venue, so we couldn't connect the device to stream.&nbsp;</p>",131209,Mestska SH Nitra
10/23/2021,9:00:00 AM,8:00 - 9:59,33708:39987795,39987795,Volyn University ODYUSSh Women v Polesia ZhDU Women,Europe,Ukraine,14191,Ukraine Super Liga Women,VOD,No issue related,No issue related,No issue related,131001,SZ ODUSH
10/23/2021,10:00:00 AM,10:00 - 11:59,33708:39987960,39987960,VSK MHP Vinnica v SVK Burevestnik SHVCM,Europe,Ukraine,9565,Ukraine Super Liga,VOD,No issue related,No issue related,No issue related,130832,SC ZHDU Ivan Franko
10/23/2021,11:00:00 AM,10:00 - 11:59,33708:39987975,39987975,Barkom Lviv v Yurydychna Akademiya Kharkiv,Europe,Ukraine,9565,Ukraine Super Liga,VOD,No issue related,No issue related,No issue related,138879,SK Epitsentr
10/23/2021,11:30:00 AM,10:00 - 11:59,33428:34398465,34398465,Gentofte Volley Women v Elite Volley Aarhus Women,Europe,Denmark,5542,Denmark Volleyligaen Women,VOD,No issue related,No issue related,No issue related,129402,"Gentofte Volley Arena, Kildeskovshallen"
10/23/2021,11:30:00 AM,10:00 - 11:59,33708:39987810,39987810,Regina MEGU OSHVSM Women v Galichanka-TNEU GADZ Women,Europe,Ukraine,14191,Ukraine Super Liga Women,VOD,No issue related,No issue related,No issue related,131001,SZ ODUSH
10/23/2021,12:00:00 PM,12:00 - 13:59,33428:34386510,34386510,Boldklubben Marienlyst v Amager VK,Europe,Denmark,3907,Denmark Volleyligaen,VOD,No issue related,No issue related,No issue related,129519,Marienlyst Centret Hal
10/23/2021,12:00:00 PM,12:00 - 13:59,33428:39392940,39392940,Brøndby VK Women v Holte IF Women,Europe,Denmark,5542,Denmark Volleyligaen Women,VOD,No issue related,No issue related,No issue related,129350,Stadionhal 1
10/23/2021,12:00:00 PM,12:00 - 13:59,33428:34395210,34395210,Hylte/Halmstad Women v Gislaved Women,Europe,Sweden,5296,Sweden Eliteserien Women,VOD,No issue related,No issue related,No issue related,137956,Halmstad Arena
10/23/2021,12:00:00 PM,12:00 - 13:59,33428:34381605,34381605,Vingaakers VK v Sollentuna VK,Europe,Sweden,4474,Sweden Eliteserien,VOD,No issue related,No issue related,No issue related,138125,Vingaker Sporthallen
10/23/2021,12:30:00 PM,12:00 - 13:59,33708:39987990,39987990,VC Zhytychi v VK Reshetylivka,Europe,Ukraine,9565,Ukraine Super Liga,VOD,No issue related,No issue related,No issue related,130832,SC ZHDU Ivan Franko
10/23/2021,1:00:00 PM,12:00 - 13:59,33428:34395255,34395255,Engelholm Women v Linkopings VC Women,Europe,Sweden,5296,Sweden Eliteserien Women,VOD,No issue related,No issue related,No issue related,138073,Kungsgardshallen
10/23/2021,1:00:00 PM,12:00 - 13:59,33428:34381350,34381350,Falkenbergs VBK v Uppsala,Europe,Sweden,4474,Sweden Eliteserien,VOD,No issue related,No issue related,No issue related,138164,Falkhallen
10/23/2021,1:00:00 PM,12:00 - 13:59,33428:34386540,34386540,Hvidovre VK v DHV Odense,Europe,Denmark,3907,Denmark Volleyligaen,VOD,No issue related,No issue related,No issue related,0,Tv match
10/23/2021,1:00:00 PM,12:00 - 13:59,33428:37200510,37200510,Luka Koper Women v Calcit Kamnik Women,Europe,Slovenia,4471,Slovenia 1A. Dol Women,Aborted,External,Critical,"<p>Match not streamed. Phone not receiving commands from our systems and phone unable to send anything back. It's speculated, that it could be caused by incorrect network device set-up or network ports</p>",137878,OS Koper
10/23/2021,1:00:00 PM,12:00 - 13:59,33428:39548790,39548790,Lund v RIG Falköping,Europe,Sweden,4474,Sweden Eliteserien,VOD,No issue related,No issue related,No issue related,138008,Idrottshallen
10/23/2021,1:00:00 PM,12:00 - 13:59,33428:34395225,34395225,Oerebro Women v Värnamo VBA Women,Europe,Sweden,5296,Sweden Eliteserien Women,VOD,No issue related,No issue related,No issue related,138034,Idrottshuset
10/23/2021,1:00:00 PM,12:00 - 13:59,33708:39987825,39987825,SK Prometheus Women v Orbita ZNU-ZODUSH Women,Europe,Ukraine,14191,Ukraine Super Liga Women,Aborted,External,Critical,<p>Android version downgrade and factory reset were not finished</p>,144287,PDABA sporthall
10/23/2021,1:30:00 PM,12:00 - 13:59,33428:34386525,34386525,Gentofte Volley v ASV Aarhus Elite,Europe,Denmark,3907,Denmark Volleyligaen,VOD,No issue related,No issue related,No issue related,129402,"Gentofte Volley Arena, Kildeskovshallen"
10/23/2021,1:30:00 PM,12:00 - 13:59,33428:38003070,38003070,Naarasleijonat HEL Volley Women v Oriveden Ponnistus Women,Europe,Finland,4168,Finland Mestaruusliiga Women,VOD,No issue related,No issue related,No issue related,143819,Toolon Kisahalli
10/23/2021,1:30:00 PM,12:00 - 13:59,33428:34395240,34395240,Sollentuna VK Women v IKSU Women,Europe,Sweden,5296,Sweden Eliteserien Women,VOD,External,Critical,"<p>Sollentuna VK Women v IKSU Women was late to start streamingbecause there was an electricty outageat the venue and no internet accessibility. When it was solved by the POC, stream started. We lost 13 minutes of the game</p>",137982,Arena Satelliten
10/23/2021,2:00:00 PM,14:00 - 15:59,33708:39987840,39987840,Bilozgar-Meduniversitet Women v Khimik Yuzhny Women,Europe,Ukraine,14191,Ukraine Super Liga Women,VOD,No issue related,No issue related,No issue related,131014,SC VNMU
10/23/2021,2:00:00 PM,14:00 - 15:59,33428:35582220,35582220,Bisamberg Women v Askö Linz-Steg Women,Europe,Austria,4204,Austria League Women,VOD,Internal,Minor,"<p>Bisamberg Women v Askö Linz-Steg Women we did not have the end line camera available on time. When we got connected we realised that it is not streaming and the reason was the fact that director and slave cameras were connected to the different Wifis. When we changed it, the stream got up on both cameras. (external issue)</p><h4>Also for approximately 1 quarter did not have a scoreboard on the end line camera. The reason being the fact that LISA was not updated and we used old version. After the update it started streaming. I was doing the precheck already some minutes into the game, therefore missed to the check the update (internal issue)</h4><p><br></p>",138411,BG/BRG Korneuburg
10/23/2021,2:00:00 PM,14:00 - 15:59,33428:37999980,37999980,Hurrikaani Loimaa v Vantaa Ducks,Europe,Finland,3571,Finland Mestaruusliiga,VOD,No issue related,No issue related,No issue related,0,Tv match
10/23/2021,2:00:00 PM,14:00 - 15:59,33428:38003100,38003100,Nurmon Jymy Women v LP Viesti Salo Women,Europe,Finland,4168,Finland Mestaruusliiga Women,VOD,No issue related,No issue related,No issue related,0,Tv match
10/23/2021,2:00:00 PM,14:00 - 15:59,33428:38003085,38003085,Pöllky Kuusamo Women v LiigaPloki Women,Europe,Finland,4168,Finland Mestaruusliiga Women,VOD,No issue related,No issue related,No issue related,129311,Kuusamon Liikuntakeskus
10/23/2021,2:00:00 PM,14:00 - 15:59,33428:35582250,35582250,SG Sokol/Post Women v SG TI Volley Women,Europe,Austria,4204,Austria League Women,VOD,No issue related,No issue related,No issue related,0,Tv match
10/23/2021,2:00:00 PM,14:00 - 15:59,33428:34381590,34381590,Södertelge VBK v Floby,Europe,Sweden,4474,Sweden Eliteserien,VOD,No issue related,No issue related,No issue related,0,Tv match
10/23/2021,2:00:00 PM,14:00 - 15:59,33428:37999965,37999965,Team Lakkapää v TuTo Volley,Europe,Finland,3571,Finland Mestaruusliiga,VOD,No issue related,No issue related,No issue related,128960,Santasport Resort
10/23/2021,2:30:00 PM,14:00 - 15:59,33708:39988005,39988005,Epitsentr-Podolyani Gorodok v VK Dnipro,Europe,Ukraine,9565,Ukraine Super Liga,VOD,No issue related,No issue related,No issue related,138879,SK Epitsentr
10/23/2021,2:30:00 PM,14:00 - 15:59,33428:34381545,34381545,Hylte/Halmstad v Habo WK,Europe,Sweden,4474,Sweden Eliteserien,VOD,No issue related,No issue related,No issue related,137956,Halmstad Arena
10/23/2021,3:00:00 PM,14:00 - 15:59,33428:37984665,37984665,SC Caldas v VC Viana-Casa Peixoto,Europe,Portugal,3913,Portugal I Divisão,VOD,No issue related,No issue related,No issue related,129740,RAINHA DªLEONOR-CALDAS RAINHA
10/23/2021,3:00:00 PM,14:00 - 15:59,33428:36364140,36364140,Spartak Myjava v TJ Slávia Svidník,Europe,Slovakia,5011,Slovakia Extraliga,Aborted,Internal,Critical,"<p>After phone was downgraded to Android 9, the process got stuck at the step, where phone needs to be enrolled to MDM. Whole stream lost</p>",137618,MSH Myjava
10/23/2021,3:00:00 PM,14:00 - 15:59,33428:37984695,37984695,Sporting de Espinho v Esmoriz Ginásio Clube,Europe,Portugal,3913,Portugal I Divisão,VOD,No issue related,No issue related,No issue related,129779,Nave Desportiva de Espinho
10/23/2021,3:00:00 PM,14:00 - 15:59,33428:36366180,36366180,VK EPERIA Prešov Women v Hit UCM Trnava Women,Europe,Slovakia,16825,Slovakia Extraliga Women,VOD,No issue related,No issue related,No issue related,131885,SH Spojena skola Presov
10/23/2021,3:00:00 PM,14:00 - 15:59,33428:36366165,36366165,VK Spa Brusno Women v Pezinok Women,Europe,Slovakia,16825,Slovakia Extraliga Women,VOD,No issue related,No issue related,No issue related,137644,SH ZS Slovenska Lupca
10/23/2021,3:30:00 PM,14:00 - 15:59,33708:39987855,39987855,Alanta Women v VC Poltavchanka Women,Europe,Ukraine,14191,Ukraine Super Liga Women,Aborted,External,Critical,"<p>8599187<span style=""background-color: rgb(255, 255, 255); color: rgb(23, 43, 77);""> was not streamed because the factory reset after the downgrade was not done</span></p>",144287,PDABA sporthall
10/23/2021,3:30:00 PM,14:00 - 15:59,33428:39695925,39695925,Lund Women v RIG Falkoeping Women,Europe,Sweden,5296,Sweden Eliteserien Women,VOD,No issue related,No issue related,No issue related,138008,Idrottshallen
10/23/2021,4:00:00 PM,16:00 - 17:59,33428:37198650,37198650,ACH Volley Ljubljana v Crnuce,Europe,Slovenia,4462,Slovenia 1A. Dol,VOD,No issue related,No issue related,No issue related,129116,Tivoli Hall
10/23/2021,4:00:00 PM,16:00 - 17:59,33428:37984620,37984620,Clube Kairos v Castelo Maia GC,Europe,Portugal,3913,Portugal I Divisão,VOD,No issue related,No issue related,No issue related,129675,Complexo Desportivo das Laranjeiras
10/23/2021,4:00:00 PM,16:00 - 17:59,33428:37200495,37200495,MZG Grosuplje Women v Ankaran Hrvatini Women,Europe,Slovenia,4471,Slovenia 1A. Dol Women,VOD,No issue related,No issue related,No issue related,138190,ŠD Brinje Grosuplj
10/23/2021,4:00:00 PM,16:00 - 17:59,33428:37200480,37200480,Nova KBM Branik Maribor Women v OD Krim Women,Europe,Slovenia,4471,Slovenia 1A. Dol Women,VOD,No issue related,No issue related,No issue related,129181,Hall Lukna Maribor
10/23/2021,4:00:00 PM,16:00 - 17:59,33428:37198680,37198680,Panvita Pomgrad v Calcit Kamnik,Europe,Slovenia,4462,Slovenia 1A. Dol,VOD,No issue related,No issue related,No issue related,137904,"OŠ I., Murska Sobota"
10/23/2021,4:00:00 PM,16:00 - 17:59,33428:37200525,37200525,SIP Sempeter Women v GEN-I Volley Women,Europe,Slovenia,4471,Slovenia 1A. Dol Women,VOD,No issue related,No issue related,No issue related,138476,SD OS Sempeter
10/23/2021,4:00:00 PM,16:00 - 17:59,33428:38643495,38643495,UVC Weberzeile Ried im Innkreis v TSV Hartberg,Europe,Austria,3919,Austria League,VOD,No issue related,No issue related,No issue related,132158,Union Ried im Innkreis
10/23/2021,4:00:00 PM,16:00 - 17:59,33428:36364170,36364170,VKP Bratislava v VK Spartak Komarno,Europe,Slovakia,5011,Slovakia Extraliga,VOD,No issue related,No issue related,No issue related,138450,SH Dom športu - Nová hala
10/23/2021,4:30:00 PM,16:00 - 17:59,33428:37984650,37984650,GC Santo Tirso v SL Benfica,Europe,Portugal,3913,Portugal I Divisão,VOD,No issue related,No issue related,No issue related,129727,Complexo Municipal de Ginástica da Maia
10/23/2021,4:30:00 PM,16:00 - 17:59,33428:35330085,35330085,SG SVS Sokol v VBK Wörther-See-Löwen Klagenfurt,Europe,Austria,3919,Austria League,VOD,No issue related,No issue related,No issue related,0,Tv match
10/23/2021,4:30:00 PM,16:00 - 17:59,33428:35702220,35702220,UVC Holding Graz Women v VBV Trofaiach WSV Eisenerz Women,Europe,Austria,4204,Austria League Women,VOD,No issue related,No issue related,No issue related,130741,Raiffeisen Sportpark
10/23/2021,5:00:00 PM,16:00 - 17:59,33428:38120490,38120490,Béziers VB Women v AS Saint-Raphaël Women,Europe,France,3664,France Ligue A Women,VOD,No issue related,No issue related,No issue related,127946,Halle des Sports du Four a Chaux
10/23/2021,5:00:00 PM,16:00 - 17:59,33428:37984605,37984605,Fonte do Bastardo v AAS Mamede,Europe,Portugal,3913,Portugal I Divisão,VOD,No issue related,No issue related,No issue related,129701,Complexo Desportivo Vitorino Nemésio
10/23/2021,5:00:00 PM,16:00 - 17:59,33428:37198695,37198695,Salonit Anhovo v OK Maribor,Europe,Slovenia,4462,Slovenia 1A. Dol,VOD,No issue related,No issue related,No issue related,138307,SD Kanal
10/23/2021,5:00:00 PM,16:00 - 17:59,33428:35330115,35330115,SG Union Raiffeisen Waldviertel v Hypo Tirol VT,Europe,Austria,3919,Austria League,VOD,No issue related,No issue related,No issue related,129194,Stadthalle Zwettl
10/23/2021,5:00:00 PM,16:00 - 17:59,33428:38455440,38455440,SK Zadruga AICH/DOB v HAOK Mladost,Europe,Europe,4339,Middle European League,VOD,No issue related,No issue related,No issue related,129207,JUFA Arena Bleiburg/Pliberk
10/23/2021,5:05:00 PM,16:00 - 17:59,33428:35582265,35582265,ATSC Sparkasse Klagenfurt Women v VC Tirol Women,Europe,Austria,4204,Austria League Women,VOD,No issue related,No issue related,No issue related,130533, BG Lerchenfeldstrasse
10/23/2021,5:30:00 PM,16:00 - 17:59,33428:38120505,38120505,Florange Terville Women v RC Cannes Women,Europe,France,3664,France Ligue A Women,VOD,Internal,Critical,<p>It was found in post-checks that the scoreboard was not updating during the whole game. Searching retrospectively it was found that the URL of Flanders was updating and there was Match State for the event. </p>,128050,Gymnase Municipal Florange
10/23/2021,5:30:00 PM,16:00 - 17:59,33428:34824030,34824030,Lindemans Aalst v Avoc Achel,Europe,Belgium,4276,Belgium Liga A,VOD,No issue related,No issue related,No issue related,129610,Sportcentrum SCHOTTE
10/23/2021,5:30:00 PM,16:00 - 17:59,33428:35582235,35582235,TSV Sparkasse Hartberg Women v PSVBG Salzburg Women,Europe,Austria,4204,Austria League Women,VOD,No issue related,No issue related,No issue related,130689,Bundesschulzentrum
10/23/2021,6:00:00 PM,18:00 - 19:59,33428:38120535,38120535,Asptt Mulhouse Women v Rocheville Le Cannet Women,Europe,France,3664,France Ligue A Women,VOD,No issue related,No issue related,No issue related,0,Tv match
10/23/2021,6:00:00 PM,18:00 - 19:59,33428:35221155,35221155,Avignon Volley-Ball v Saint-Nazaire Volley-Ball Atlantique,Europe,France,13375,France Ligue B,VOD,No issue related,No issue related,No issue related,141128,Gymnase Champfleury
10/23/2021,6:00:00 PM,18:00 - 19:59,33428:35218110,35218110,Chaumont VB 52 v Paris Volley,Europe,France,3658,France Ligue A,VOD,No issue related,No issue related,No issue related,0,Tv match
10/23/2021,6:00:00 PM,18:00 - 19:59,33428:35221170,35221170,Foyer Laïque Saint-Quentin v Rennes Volley 35,Europe,France,13375,France Ligue B,Completed,No issue related,No issue related,No issue related,0,Tv match
10/23/2021,6:00:00 PM,18:00 - 19:59,33428:35221125,35221125,Frejus v ASS SP Illacaise,Europe,France,13375,France Ligue B,VOD,No issue related,No issue related,No issue related,128505,Halle des Sports Ste Croix
10/23/2021,6:00:00 PM,18:00 - 19:59,33428:35221140,35221140,Gazelec FC Ajaccio v France Avenir 2024,Europe,France,13375,France Ligue B,VOD,No issue related,No issue related,No issue related,57603,U Palatinu
10/23/2021,6:00:00 PM,18:00 - 19:59,33428:37198665,37198665,Krka Novo Mesto v Triglav Kranj,Europe,Slovenia,4462,Slovenia 1A. Dol,VOD,No issue related,No issue related,No issue related,137865,SD Marof
10/23/2021,6:00:00 PM,18:00 - 19:59,33428:35218125,35218125,Plessis-Robinson Volley-Ball v Cambrai Volley,Europe,France,3658,France Ligue A,VOD,No issue related,No issue related,No issue related,128674,Espace Omnisports
10/23/2021,6:00:00 PM,18:00 - 19:59,33428:38120565,38120565,Vandoeuvre-Nancy Women v VBC Chamalières Women,Europe,France,3664,France Ligue A Women,VOD,No issue related,No issue related,No issue related,128193,Parc des Sports
10/23/2021,6:00:00 PM,18:00 - 19:59,33428:38120595,38120595,Venelles Women v Évreux VB Women,Europe,France,3664,France Ligue A Women,VOD,No issue related,No issue related,No issue related,0,Tv match
10/23/2021,6:00:00 PM,18:00 - 19:59,33428:38120550,38120550,Volley-Ball Nantes Women v Volley Club Marcq-en-Barœul Women,Europe,France,3664,France Ligue A Women,VOD,No issue related,No issue related,No issue related,128245,Gymnasium Mangin Beaulieu
10/23/2021,6:30:00 PM,18:00 - 19:59,33428:36414225,36414225,Gestioni&Soluzioni Sabaudia v Volley Marcianise,Europe,Italy,39082,Italy Serie A3,VOD,Internal,Critical,"<p>Stream was interrupted due to a malfunction of LISA after stopping the streaming and sending the command to start it again when trying to make the reporter phone works. Besides the internet connection was a little bit unstable, a situation that may contribute to the disruption of the stream.</p>",128206,Palazzetto Dello Sport Antonio Vitaletti
10/23/2021,6:30:00 PM,18:00 - 19:59,33428:34824015,34824015,Knack Roeselare v Volley Haasrode Leuven,Europe,Belgium,4276,Belgium Liga A,Aborted,No issue related,No issue related,No issue related,129597,Sporthal Schiervelde
10/23/2021,6:30:00 PM,18:00 - 19:59,33428:36415470,36415470,Tinet Prata di Pordenone v Monge-Gerbaudo Savigliano,Europe,Italy,39082,Italy Serie A3,VOD,No issue related,No issue related,No issue related,128388,PalaPrata Prata di Pordenone
10/23/2021,6:30:00 PM,18:00 - 19:59,33428:37984710,37984710,Vitoria Guimaraes v Academica de Espinho,Europe,Portugal,3913,Portugal I Divisão,VOD,No issue related,No issue related,No issue related,129805,Pav. Desp. Unidade Vimaranense
10/23/2021,7:00:00 PM,18:00 - 19:59,33428:38281590,38281590,Clube Kairos Women v Castelo Maia GC Women,Europe,Portugal,17152,Portugal I Divisão Women,VOD,No issue related,No issue related,No issue related,130702,Pavilhão Kairos
10/22/2021,1:30:00 PM,12:00 - 13:59,33708:39987930,39987930,SVK Burevestnik SHVCM v VC Zhytychi,Europe,Ukraine,9565,Ukraine Super Liga,VOD,No issue related,No issue related,No issue related,130832,SC ZHDU Ivan Franko
10/22/2021,3:30:00 PM,14:00 - 15:59,33428:37999950,37999950,AkaaVolley v Karelian Hurmos,Europe,Finland,3571,Finland Mestaruusliiga,VOD,No issue related,No issue related,No issue related,128986,Toijalan Monitoimihalli
10/22/2021,4:00:00 PM,16:00 - 17:59,33708:39987945,39987945,VK Reshetylivka v VSK MHP Vinnica,Europe,Ukraine,9565,Ukraine Super Liga,VOD,No issue related,No issue related,No issue related,130832,SC ZHDU Ivan Franko
10/22/2021,5:00:00 PM,16:00 - 17:59,33428:34382220,34382220,Falkenbergs VBK v Habo WK,Europe,Sweden,4474,Sweden Eliteserien,VOD,No issue related,No issue related,No issue related,138164,Falkhallen
10/22/2021,5:00:00 PM,16:00 - 17:59,33428:35221110,35221110,Grand Nancy Volley-Ball v Martigues Volley-Ball,Europe,France,13375,France Ligue B,VOD,No issue related,No issue related,No issue related,128193,Parc des Sports
10/22/2021,5:30:00 PM,16:00 - 17:59,33428:35218050,35218050,Arago De Sète Volleyball v Spacer's Toulouse Volley-Ball,Europe,France,3658,France Ligue A,VOD,No issue related,No issue related,No issue related,58955,Halle des Sports Louis Marty (Le Barrou)
10/22/2021,5:30:00 PM,16:00 - 17:59,33428:35218035,35218035,Stade Poitevin Volley-Ball v Nantes Rezé,Europe,France,3658,France Ligue A,VOD,No issue related,No issue related,No issue related,59293,Salle Frédéric Lawson-Body
10/22/2021,6:00:00 PM,18:00 - 19:59,33428:35218065,35218065,AS Cannes v Narbonne Volley,Europe,France,3658,France Ligue A,VOD,No issue related,No issue related,No issue related,57629,Palais des Victoires
10/22/2021,6:00:00 PM,18:00 - 19:59,33428:38120520,38120520,France Avenir 2024 v Francais St. Cloud Paris Women,Europe,France,3664,France Ligue A Women,VOD,No issue related,No issue related,No issue related,128128,Gymnase COSEC Albi
10/22/2021,6:00:00 PM,18:00 - 19:59,33428:35218080,35218080,Tourcoing Lille Metropole Volley-Ball v Montpellier UC,Europe,France,3658,France Ligue A,VOD,No issue related,No issue related,No issue related,128089,Salle Pierre Dumortier
10/22/2021,6:00:00 PM,18:00 - 19:59,33428:35218095,35218095,Tours VB v Nice Volley-Ball,Europe,France,3658,France Ligue A,VOD,No issue related,No issue related,No issue related,59345,Palais des Sports - Sanitas Tours Centre
10/22/2021,6:30:00 PM,18:00 - 19:59,33708:34824045,34824045,Caruur Volley Gent v Decospan VT Menen,Europe,Belgium,4276,Belgium Liga A,VOD,No issue related,No issue related,No issue related,129571,EDUGO Arena
10/21/2021,3:30:00 PM,14:00 - 15:59,33428:38003055,38003055,HPK Hämeenlinna Women v LP Kangasala Women,Europe,Finland,4168,Finland Mestaruusliiga Women,VOD,No issue related,No issue related,No issue related,129220,Elenia-Areena
10/21/2021,4:45:00 PM,16:00 - 17:59,33428:39496350,39496350,VK Vestsjælland.2 v Frederiksberg Volley,Europe,Denmark,17119,Danish Cup,VOD,No issue related,No issue related,No issue related,129441,Korsor Hallen
10/20/2021,3:30:00 PM,14:00 - 15:59,33428:38003040,38003040,LP Kangasala Women v Naarasleijonat HEL Volley Women,Europe,Finland,4168,Finland Mestaruusliiga Women,VOD,No issue related,No issue related,No issue related,129233,Pitkajarven koulu
10/20/2021,3:30:00 PM,14:00 - 15:59,33428:38003010,38003010,Oriveden Ponnistus Women v Puijo Wolley Women,Europe,Finland,4168,Finland Mestaruusliiga Women,VOD,No issue related,No issue related,No issue related,129285,Oriveden liikuntahalli
10/20/2021,3:30:00 PM,14:00 - 15:59,33428:37999935,37999935,Raision Loimu v Hurrikaani Loimaa,Europe,Finland,3571,Finland Mestaruusliiga,VOD,No issue related,No issue related,No issue related,128869,Kerttulan liikuntahalli
10/20/2021,3:30:00 PM,14:00 - 15:59,33428:38002995,38002995,Vampula Women v LP Viesti Salo Women,Europe,Finland,4168,Finland Mestaruusliiga Women,VOD,No issue related,No issue related,No issue related,129324,Tahto Areena
10/20/2021,4:00:00 PM,16:00 - 17:59,33428:38455395,38455395,Spartak Myjava v ACH Volley Ljubljana,Europe,Europe,4339,Middle European League,VOD,No issue related,No issue related,No issue related,137618,MSH Myjava
10/20/2021,5:00:00 PM,16:00 - 17:59,33428:34395195,34395195,Gislaved Women v Engelholm Women,Europe,Sweden,5296,Sweden Eliteserien Women,VOD,No issue related,No issue related,No issue related,138021,Gisle Sportcenter
10/20/2021,5:00:00 PM,16:00 - 17:59,33428:38644485,38644485,Hit UCM Trnava Women v Slavia UK Bratislava Women,Europe,Slovakia,16825,Slovakia Extraliga Women,VOD,No issue related,No issue related,No issue related,137631,Mestska sportova hala Trnava
10/20/2021,5:00:00 PM,16:00 - 17:59,33428:38455425,38455425,SG Union Raiffeisen Waldviertel v OK Maribor,Europe,Europe,4339,Middle European League,VOD,No issue related,No issue related,No issue related,129194,Stadthalle Zwettl
10/20/2021,5:00:00 PM,16:00 - 17:59,33428:38395875,38395875,SVS Post Schwechat Women v HAOK Mladost Women,Europe,Europe,4342,Womens Middle European League,VOD,No issue related,No issue related,No issue related,130598, Posthalle Wien
10/20/2021,6:00:00 PM,18:00 - 19:59,33428:39496335,39496335,ASV Aarhus.3 v DHV Odense,Europe,Denmark,17119,Danish Cup,VOD,No issue related,No issue related,No issue related,129363,Ceres Park Aarhus
10/20/2021,6:00:00 PM,18:00 - 19:59,33428:38455485,38455485,Calcit Kamnik v SK Zadruga AICH/DOB,Europe,Europe,4339,Middle European League,VOD,Internal,Critical,"<p>ST marked a match as completed in MatchState when it was still ongoing, therefore Hermes completed it too, it was possible to make it stream again but it was not possible to have the stream back for the League Website as match was already marked as ended in VMT.</p>",129129,Kamnik Sports Hall
10/19/2021,3:30:00 PM,14:00 - 15:59,33428:37999920,37999920,Savo Volley v Kokkolan Tiikerit,Europe,Finland,3571,Finland Mestaruusliiga,VOD,No issue related,No issue related,No issue related,131833,Kuopio-halli
10/19/2021,4:00:00 PM,16:00 - 17:59,33428:38455950,38455950,VKP Bratislava v ACH Volley Ljubljana,Europe,Europe,4339,Middle European League,VOD,No issue related,No issue related,No issue related,138450,SH Dom športu - Nová hala
10/19/2021,5:00:00 PM,16:00 - 17:59,33428:38395950,38395950,Vasas Budapest Women v Calcit Kamnik Women,Europe,Europe,4342,Womens Middle European League,Aborted,No issue related,No issue related,No issue related,0,Tv match
10/19/2021,6:00:00 PM,18:00 - 19:59,33428:39655470,39655470,Béziers VB Women v Francais St. Cloud Paris Women,Europe,France,3664,France Ligue A Women,VOD,No issue related,No issue related,No issue related,127946,Halle des Sports du Four a Chaux
10/18/2021,5:00:00 PM,16:00 - 17:59,33428:34386480,34386480,Nordenskov UIF v DHV Odense,Europe,Denmark,3907,Denmark Volleyligaen,VOD,External,Critical,<p>The game was streamed with a cameraman in front of the phone. IT was excluded on Hermes so the bookmakers would not see the stream.</p>,129545,Helle Hallen
10/18/2021,5:00:00 PM,16:00 - 17:59,33428:39496320,39496320,Team Vendsyssel v IF Lyseng,Europe,Denmark,17119,Danish Cup,Completed,No issue related,No issue related,No issue related,0,Tv match
10/17/2021,8:00:00 AM,8:00 - 9:59,33708:39737985,39737985,VC Nikopol v VC MHP-Vinnytsia - 2,Europe,Ukraine,34150,Ukraine Higher League,Aborted,No issue related,No issue related,No issue related,130832,SC ZHDU Ivan Franko
10/17/2021,9:30:00 AM,8:00 - 9:59,33708:39457935,39457935,VSK MHP Vinnica v Barkom Lviv,Europe,Ukraine,9565,Ukraine Super Liga,VOD,No issue related,No issue related,No issue related,138879,SK Epitsentr
10/17/2021,10:00:00 AM,10:00 - 11:59,33428:39691725,39691725,Sportunion Aktiv Brigittenau Women v ATSE Graz Women,Europe,Austria,14185,Austria Cup Women,Aborted,No issue related,No issue related,No issue related,0,Tv match
10/17/2021,10:30:00 AM,10:00 - 11:59,33708:39738000,39738000,VC Bakhmut-SHVSM v Zhytychi-DUSSH,Europe,Ukraine,34150,Ukraine Higher League,Aborted,No issue related,No issue related,No issue related,130832,SC ZHDU Ivan Franko
10/17/2021,10:58:00 AM,10:00 - 11:59,33428:39691740,39691740,Seekirchen Women v VBV Trofaiach WSV Eisenerz Women,Europe,Austria,14185,Austria Cup Women,Aborted,No issue related,No issue related,No issue related,0,Tv match
